03-22-2022	mo	VERSION: 2020_01_31

Temperatursteuerung:	automatisch (ILX-TEC) (AD590: 0.0,1.0,0.855)
Anfangstemperatur /°C:	30.1
Delta-Temperatur /°C:	5.0
Endtemperatur /°C:	30.1
Anzahl der Temperaturen:	1
aktuelle Temperatur-Nr:	1
aktuelle Temperatur /°C:	30.1

Stromquelle:	LDD5060	U_Messung
Startstrom /mA:	190.0
d-Strom /mA:	10.0
Maximalstrom /mA:	700.0
Anzahl der Ströme:	52
aktuelle Strom-Nr:
aktueller Strom /mA:
Art:	CW	keinePolarisation



Einstellspannung (E3631A_P6V): 0.0 ( 0.25) 3.0 V ; 0.75 V


Messfassungsnr.:	C030652








Messgeraet:	Q8384 (ADVANTEST)
Messgeraet:	FSUP/FSW





















Projektnummer:	9618
Projektverantwortlicher:	Wohlfeil
Lasertyp:	TPL
Wafer:	R1268-4
TF/Riegel/Chip:	070709
Prozess:	Z1-9581-TRA
Beschichtung:	Z1-9648-FAC
AVT-Losdokument:	Z2-2654-LCM

Laenge /µm:	6000
Breite /µm:	400
Lambda /nm:	820
Aufbauart:	p-up
Traegerart:	Chip
Traeger-Nr.:	C030652
Diodenname:	070709
Absorber /mA:	








Kommentar:	

Current (mA)	Wavelength (nm)	Intensity	C_absorber (A)	Temperature (deg.C)
590.0	826.7	-43.663	0.086231	29.99
590.0	826.75	-43.457	0.086231	29.99
590.0	826.8	-43.287	0.086231	29.99
590.0	826.85	-43.058	0.086231	29.99
590.0	826.9	-42.525	0.086231	29.99
590.0	826.95	-42.062	0.086231	29.99
590.0	827.0	-41.444	0.086231	29.99
590.0	827.05	-40.65	0.086231	29.99
590.0	827.1	-39.813	0.086231	29.99
590.0	827.15	-38.857	0.086231	29.99
590.0	827.2	-37.888	0.086231	29.99
590.0	827.25	-36.864	0.086231	29.99
590.0	827.3	-35.843	0.086231	29.99
590.0	827.35	-34.742	0.086231	29.99
590.0	827.4	-33.654	0.086231	29.99
590.0	827.45	-32.526	0.086231	29.99
590.0	827.5	-31.342	0.086231	29.99
590.0	827.55	-30.152	0.086231	29.99
590.0	827.6	-28.891	0.086231	29.99
590.0	827.65	-27.6	0.086231	29.99
590.0	827.7	-26.236	0.086231	29.99
590.0	827.75	-24.91	0.086231	29.99
590.0	827.8	-23.574	0.086231	29.99
590.0	827.85	-22.259	0.086231	29.99
590.0	827.9	-20.87	0.086231	29.99
590.0	827.95	-19.552	0.086231	29.99
590.0	828.0	-18.081	0.086231	29.99
590.0	828.05	-16.827	0.086231	29.99
590.0	828.1	-15.673	0.086231	29.99
590.0	828.15	-14.594	0.086231	29.99
590.0	828.2	-13.674	0.086231	29.99
590.0	828.25	-12.783	0.086231	29.99
590.0	828.3	-12.028	0.086231	29.99
590.0	828.35	-11.386	0.086231	29.99
590.0	828.4	-10.89	0.086231	29.99
590.0	828.45	-10.496	0.086231	29.99
590.0	828.5	-10.237	0.086231	29.99
590.0	828.55	-10.099	0.086231	29.99
590.0	828.6	-10.097	0.086231	29.99
590.0	828.65	-10.234	0.086231	29.99
590.0	828.7	-10.499	0.086231	29.99
590.0	828.75	-10.887	0.086231	29.99
590.0	828.8	-11.418	0.086231	29.99
590.0	828.85	-12.035	0.086231	29.99
590.0	828.9	-12.799	0.086231	29.99
590.0	828.95	-13.74	0.086231	29.99
590.0	829.0	-14.838	0.086231	29.99
590.0	829.05	-16.127	0.086231	29.99
590.0	829.1	-17.633	0.086231	29.99
590.0	829.15	-19.365	0.086231	29.99
590.0	829.2	-21.41	0.086231	29.99
590.0	829.25	-23.835	0.086231	29.99
590.0	829.3	-26.044	0.086231	29.99
590.0	829.35	-28.539	0.086231	29.99
590.0	829.4	-30.924	0.086231	29.99
590.0	829.45	-33.056	0.086231	29.99
590.0	829.5	-34.8	0.086231	29.99
590.0	829.55	-36.182	0.086231	29.99
590.0	829.6	-37.215	0.086231	29.99
590.0	829.65	-37.823	0.086231	29.99
590.0	829.7	-38.183	0.086231	29.99
590.0	829.75	-38.276	0.086231	29.99
590.0	829.8	-38.223	0.086231	29.99
590.0	829.85	-38.002	0.086231	29.99
590.0	829.9	-37.671	0.086231	29.99
590.0	829.95	-37.306	0.086231	29.99
590.0	830.0	-36.806	0.086231	29.99
590.0	830.05	-36.292	0.086231	29.99
590.0	830.1	-35.728	0.086231	29.99
590.0	830.15	-35.095	0.086231	29.99
590.0	830.2	-34.462	0.086231	29.99
590.0	830.25	-33.77	0.086231	29.99
590.0	830.3	-33.06	0.086231	29.99
590.0	830.35	-32.326	0.086231	29.99
590.0	830.4	-31.58	0.086231	29.99
590.0	830.45	-30.804	0.086231	29.99
590.0	830.5	-30.004	0.086231	29.99
590.0	830.55	-29.18	0.086231	29.99
590.0	830.6	-28.373	0.086231	29.99
590.0	830.65	-27.555	0.086231	29.99
590.0	830.7	-26.795	0.086231	29.99
590.0	830.75	-26.002	0.086231	29.99
590.0	830.8	-25.219	0.086231	29.99
590.0	830.85	-24.436	0.086231	29.99
590.0	830.9	-23.672	0.086231	29.99
590.0	830.95	-22.957	0.086231	29.99
590.0	831.0	-22.237	0.086231	29.99
590.0	831.05	-21.542	0.086231	29.99
590.0	831.1	-20.891	0.086231	29.99
590.0	831.15	-20.234	0.086231	29.99
590.0	831.2	-19.61	0.086231	29.99
590.0	831.25	-19.056	0.086231	29.99
590.0	831.3	-18.445	0.086231	29.99
590.0	831.35	-17.878	0.086231	29.99
590.0	831.4	-17.337	0.086231	29.99
590.0	831.45	-16.805	0.086231	29.99
590.0	831.5	-16.283	0.086231	29.99
590.0	831.55	-15.764	0.086231	29.99
590.0	831.6	-15.231	0.086231	29.99
590.0	831.65	-14.687	0.086231	29.99
590.0	831.7	-14.196	0.086231	29.99
590.0	831.75	-13.7	0.086231	29.99
590.0	831.8	-13.205	0.086231	29.99
590.0	831.85	-12.731	0.086231	29.99
590.0	831.9	-12.275	0.086231	29.99
590.0	831.95	-11.809	0.086231	29.99
590.0	832.0	-11.386	0.086231	29.99
590.0	832.05	-10.985	0.086231	29.99
590.0	832.1	-10.619	0.086231	29.99
590.0	832.15	-10.273	0.086231	29.99
590.0	832.2	-9.9608	0.086231	29.99
590.0	832.25	-9.7075	0.086231	29.99
590.0	832.3	-9.4989	0.086231	29.99
590.0	832.35	-9.3448	0.086231	29.99
590.0	832.4	-9.2559	0.086231	29.99
590.0	832.45	-9.2044	0.086231	29.99
590.0	832.5	-9.2002	0.086231	29.99
590.0	832.55	-9.2648	0.086231	29.99
590.0	832.6	-9.3867	0.086231	29.99
590.0	832.65	-9.5799	0.086231	29.99
590.0	832.7	-9.8406	0.086231	29.99
590.0	832.75	-10.143	0.086231	29.99
590.0	832.8	-10.528	0.086231	29.99
590.0	832.85	-10.99	0.086231	29.99
590.0	832.9	-11.55	0.086231	29.99
590.0	832.95	-12.178	0.086231	29.99
590.0	833.0	-12.881	0.086231	29.99
590.0	833.05	-13.673	0.086231	29.99
590.0	833.1	-14.519	0.086231	29.99
590.0	833.15	-15.425	0.086231	29.99
590.0	833.2	-16.427	0.086231	29.99
590.0	833.25	-17.508	0.086231	29.99
590.0	833.3	-18.599	0.086231	29.99
590.0	833.35	-19.744	0.086231	29.99
590.0	833.4	-20.91	0.086231	29.99
590.0	833.45	-22.111	0.086231	29.99
590.0	833.5	-23.264	0.086231	29.99
590.0	833.55	-24.411	0.086231	29.99
590.0	833.6	-25.549	0.086231	29.99
590.0	833.65	-26.655	0.086231	29.99
590.0	833.7	-27.768	0.086231	29.99
590.0	833.75	-28.825	0.086231	29.99
590.0	833.8	-29.877	0.086231	29.99
590.0	833.85	-30.891	0.086231	29.99
590.0	833.9	-31.908	0.086231	29.99
590.0	833.95	-32.899	0.086231	29.99
590.0	834.0	-33.939	0.086231	29.99
590.0	834.05	-34.937	0.086231	29.99
590.0	834.1	-35.971	0.086231	29.99
590.0	834.15	-36.948	0.086231	29.99
590.0	834.2	-37.924	0.086231	29.99
590.0	834.25	-38.88	0.086231	29.99
590.0	834.3	-39.774	0.086231	29.99
590.0	834.35	-40.687	0.086231	29.99
590.0	834.4	-41.536	0.086231	29.99
590.0	834.45	-42.366	0.086231	29.99
590.0	834.5	-43.123	0.086231	29.99
590.0	834.55	-43.777	0.086231	29.99
590.0	834.6	-44.452	0.086231	29.99
590.0	834.65	-45.025	0.086231	29.99
590.0	834.7	-45.473	0.086231	29.99
590.0	834.75	-46.043	0.086231	29.99
590.0	834.8	-46.463	0.086231	29.99
590.0	834.85	-46.767	0.086231	29.99
590.0	834.9	-47.094	0.086231	29.99
590.0	834.95	-47.389	0.086231	29.99
590.0	835.0	-47.556	0.086231	29.99
590.0	835.05	-47.681	0.086231	29.99
590.0	835.1	-48.083	0.086231	29.99
590.0	835.15	-48.194	0.086231	29.99
590.0	835.2	-48.686	0.086231	29.99
590.0	835.25	-48.702	0.086231	29.99
590.0	835.3	-49.003	0.086231	29.99
590.0	835.35	-48.998	0.086231	29.99
590.0	835.4	-49.121	0.086231	29.99
590.0	835.45	-49.168	0.086231	29.99
590.0	835.5	-49.44	0.086231	29.99
590.0	835.55	-49.446	0.086231	29.99
590.0	835.6	-49.901	0.086231	29.99
590.0	835.65	-49.317	0.086231	29.99
590.0	835.7	-49.808	0.086231	29.99
590.0	835.75	-49.771	0.086231	29.99
590.0	835.8	-49.99	0.086231	29.99
590.0	835.85	-49.995	0.086231	29.99
590.0	835.9	-50.648	0.086231	29.99
590.0	835.95	-50.285	0.086231	29.99
590.0	836.0	-50.292	0.086231	29.99
590.0	836.05	-50.326	0.086231	29.99
590.0	836.1	-50.446	0.086231	29.99
590.0	836.15	-50.688	0.086231	29.99
590.0	836.2	-50.477	0.086231	29.99
590.0	836.25	-50.879	0.086231	29.99
590.0	836.3	-50.8	0.086231	29.99
590.0	836.35	-50.68	0.086231	29.99
590.0	836.4	-50.852	0.086231	29.99
590.0	836.45	-50.968	0.086231	29.99
590.0	836.5	-51.408	0.086231	29.99
590.0	836.55	-51.088	0.086231	29.99
590.0	836.6	-51.178	0.086231	29.99
590.0	836.65	-51.594	0.086231	29.99
590.0	836.7	-51.184	0.086231	29.99
590.0	836.75	-51.215	0.086231	29.99
590.0	836.8	-51.42	0.086231	29.99
590.0	836.85	-51.391	0.086231	29.99
590.0	836.9	-51.648	0.086231	29.99
590.0	836.95	-51.338	0.086231	29.99
590.0	837.0	-51.692	0.086231	29.99
590.0	837.05	-51.959	0.086231	29.99
590.0	837.1	-51.872	0.086231	29.99
590.0	837.15	-51.561	0.086231	29.99
590.0	837.2	-51.928	0.086231	29.99
590.0	837.25	-52.074	0.086231	29.99
590.0	837.3	-51.966	0.086231	29.99
590.0	837.35	-51.933	0.086231	29.99
590.0	837.4	-52.207	0.086231	29.99
590.0	837.45	-52.386	0.086231	29.99
590.0	837.5	-52.314	0.086231	29.99
590.0	837.55	-52.615	0.086231	29.99
590.0	837.6	-52.281	0.086231	29.99
590.0	837.65	-52.264	0.086231	29.99
590.0	837.7	-52.152	0.086231	29.99
590.0	837.75	-52.872	0.086231	29.99
590.0	837.8	-52.569	0.086231	29.99
590.0	837.85	-52.486	0.086231	29.99
590.0	837.9	-52.402	0.086231	29.99
590.0	837.95	-52.49	0.086231	29.99
590.0	838.0	-52.697	0.086231	29.99
590.0	838.05	-52.481	0.086231	29.99
590.0	838.1	-52.053	0.086231	29.99
590.0	838.15	-52.664	0.086231	29.99
590.0	838.2	-52.634	0.086231	29.99
590.0	838.25	-53.162	0.086231	29.99
590.0	838.3	-53.043	0.086231	29.99
590.0	838.35	-52.856	0.086231	29.99
590.0	838.4	-52.608	0.086231	29.99
590.0	838.45	-52.944	0.086231	29.99
590.0	838.5	-53.04	0.086231	29.99
590.0	838.55	-52.926	0.086231	29.99
590.0	838.6	-52.821	0.086231	29.99
590.0	838.65	-53.412	0.086231	29.99
590.0	838.7	-52.848	0.086231	29.99
590.0	838.75	-52.741	0.086231	29.99
590.0	838.8	-53.52	0.086231	29.99
590.0	838.85	-53.002	0.086231	29.99
590.0	838.9	-53.689	0.086231	29.99
590.0	838.95	-53.207	0.086231	29.99
590.0	839.0	-52.669	0.086231	29.99
590.0	839.05	-53.706	0.086231	29.99
590.0	839.1	-52.548	0.086231	29.99
590.0	839.15	-53.869	0.086231	29.99
590.0	839.2	-53.378	0.086231	29.99
590.0	839.25	-54.292	0.086231	29.99
590.0	839.3	-52.928	0.086231	29.99
590.0	839.35	-52.969	0.086231	29.99
590.0	839.4	-53.445	0.086231	29.99
590.0	839.45	-53.116	0.086231	29.99
590.0	839.5	-53.378	0.086231	29.99
590.0	839.55	-53.138	0.086231	29.99
590.0	839.6	-53.498	0.086231	29.99
590.0	839.65	-53.415	0.086231	29.99
590.0	839.7	-53.665	0.086231	29.99
590.0	839.75	-53.047	0.086231	29.99
590.0	839.8	-53.469	0.086231	29.99
590.0	839.85	-53.761	0.086231	29.99
590.0	839.9	-53.715	0.086231	29.99
590.0	839.95	-53.381	0.086231	29.99
590.0	840.0	-52.842	0.086231	29.99
590.0	840.05	-54.065	0.086231	29.99
590.0	840.1	-53.805	0.086231	29.99
590.0	840.15	-53.251	0.086231	29.99
590.0	840.2	-53.987	0.086231	29.99
590.0	840.25	-53.62	0.086231	29.99
590.0	840.3	-53.576	0.086231	29.99
590.0	840.35	-54.069	0.086231	29.99
590.0	840.4	-53.519	0.086231	29.99
590.0	840.45	-53.873	0.086231	29.99
590.0	840.5	-53.208	0.086231	29.99
590.0	840.55	-53.99	0.086231	29.99
590.0	840.6	-53.837	0.086231	29.99
590.0	840.65	-53.876	0.086231	29.99
590.0	840.7	-53.842	0.086231	29.99
590.0	840.75	-54.39	0.086231	29.99
590.0	840.8	-54.427	0.086231	29.99
590.0	840.85	-53.464	0.086231	29.99
590.0	840.9	-54.323	0.086231	29.99
590.0	840.95	-53.886	0.086231	29.99
590.0	841.0	-54.527	0.086231	29.99
590.0	841.05	-54.054	0.086231	29.99
590.0	841.1	-54.167	0.086231	29.99
590.0	841.15	-54.535	0.086231	29.99
590.0	841.2	-54.176	0.086231	29.99
590.0	841.25	-53.49	0.086231	29.99
590.0	841.3	-53.936	0.086231	29.99
590.0	841.35	-54.094	0.086231	29.99
590.0	841.4	-54.445	0.086231	29.99
590.0	841.45	-53.965	0.086231	29.99
590.0	841.5	-54.013	0.086231	29.99
590.0	841.55	-54.156	0.086231	29.99
590.0	841.6	-54.407	0.086231	29.99
590.0	841.65	-54.098	0.086231	29.99
590.0	841.7	-54.649	0.086231	29.99
590.0	841.75	-54.297	0.086231	29.99
590.0	841.8	-54.937	0.086231	29.99
590.0	841.85	-54.249	0.086231	29.99
590.0	841.9	-54.905	0.086231	29.99
590.0	841.95	-53.834	0.086231	29.99
590.0	842.0	-54.044	0.086231	29.99
590.0	842.05	-54.73	0.086231	29.99
590.0	842.1	-54.157	0.086231	29.99
590.0	842.15	-54.512	0.086231	29.99
590.0	842.2	-54.61	0.086231	29.99
590.0	842.25	-55.026	0.086231	29.99
590.0	842.3	-54.682	0.086231	29.99
590.0	842.35	-54.017	0.086231	29.99
590.0	842.4	-54.481	0.086231	29.99
590.0	842.45	-54.308	0.086231	29.99
590.0	842.5	-54.727	0.086231	29.99
590.0	842.55	-54.737	0.086231	29.99
590.0	842.6	-55.418	0.086231	29.99
590.0	842.65	-54.78	0.086231	29.99
590.0	842.7	-54.334	0.086231	29.99
590.0	842.75	-54.149	0.086231	29.99
590.0	842.8	-54.124	0.086231	29.99
590.0	842.85	-54.972	0.086231	29.99
590.0	842.9	-54.026	0.086231	29.99
590.0	842.95	-54.152	0.086231	29.99
590.0	843.0	-54.278	0.086231	29.99
590.0	843.05	-54.735	0.086231	29.99
590.0	843.1	-54.167	0.086231	29.99
590.0	843.15	-54.836	0.086231	29.99
590.0	843.2	-54.852	0.086231	29.99
590.0	843.25	-55.293	0.086231	29.99
590.0	843.3	-54.819	0.086231	29.99
590.0	843.35	-55.65	0.086231	29.99
590.0	843.4	-55.184	0.086231	29.99
590.0	843.45	-54.71	0.086231	29.99
590.0	843.5	-54.652	0.086231	29.99
590.0	843.55	-55.012	0.086231	29.99
590.0	843.6	-54.55	0.086231	29.99
590.0	843.65	-54.532	0.086231	29.99
590.0	843.7	-55.263	0.086231	29.99
590.0	843.75	-54.652	0.086231	29.99
590.0	843.8	-54.994	0.086231	29.99
590.0	843.85	-54.828	0.086231	29.99
590.0	843.9	-54.506	0.086231	29.99
590.0	843.95	-54.337	0.086231	29.99
590.0	844.0	-54.856	0.086231	29.99
590.0	844.05	-55.141	0.086231	29.99
590.0	844.1	-55.468	0.086231	29.99
590.0	844.15	-54.719	0.086231	29.99
590.0	844.2	-54.417	0.086231	29.99
590.0	844.25	-55.294	0.086231	29.99
590.0	844.3	-54.5	0.086231	29.99
590.0	844.35	-55.122	0.086231	29.99
590.0	844.4	-55.075	0.086231	29.99
590.0	844.45	-55.203	0.086231	29.99
590.0	844.5	-54.628	0.086231	29.99
590.0	844.55	-55.598	0.086231	29.99
590.0	844.6	-55.491	0.086231	29.99
590.0	844.65	-54.17	0.086231	29.99
590.0	844.7	-55.895	0.086231	29.99
590.0	844.75	-54.603	0.086231	29.99
590.0	844.8	-55.563	0.086231	29.99
590.0	844.85	-55.92	0.086231	29.99
590.0	844.9	-55.426	0.086231	29.99
590.0	844.95	-54.913	0.086231	29.99
590.0	845.0	-54.01	0.086231	29.99
590.0	845.05	-55.207	0.086231	29.99
590.0	845.1	-55.065	0.086231	29.99
590.0	845.15	-54.904	0.086231	29.99
590.0	845.2	-54.628	0.086231	29.99
590.0	845.25	-55.116	0.086231	29.99
590.0	845.3	-55.098	0.086231	29.99
590.0	845.35	-55.186	0.086231	29.99
590.0	845.4	-54.224	0.086231	29.99
590.0	845.45	-54.873	0.086231	29.99
590.0	845.5	-55.217	0.086231	29.99
590.0	845.55	-55.239	0.086231	29.99
590.0	845.6	-55.516	0.086231	29.99
590.0	845.65	-53.991	0.086231	29.99
590.0	845.7	-54.944	0.086231	29.99
590.0	845.75	-54.627	0.086231	29.99
590.0	845.8	-55.037	0.086231	29.99
590.0	845.85	-55.685	0.086231	29.99
590.0	845.9	-55.272	0.086231	29.99
590.0	845.95	-55.06	0.086231	29.99
590.0	846.0	-54.995	0.086231	29.99
590.0	846.05	-55.466	0.086231	29.99
590.0	846.1	-55.057	0.086231	29.99
590.0	846.15	-55.031	0.086231	29.99
590.0	846.2	-55.461	0.086231	29.99
590.0	846.25	-55.175	0.086231	29.99
590.0	846.3	-54.985	0.086231	29.99
590.0	846.35	-55.656	0.086231	29.99
590.0	846.4	-55.229	0.086231	29.99
590.0	846.45	-55.509	0.086231	29.99
590.0	846.5	-55.305	0.086231	29.99
590.0	846.55	-54.773	0.086231	29.99
590.0	846.6	-55.095	0.086231	29.99
590.0	846.65	-54.895	0.086231	29.99
590.0	846.7	-55.245	0.086231	29.99
590.0	846.75	-55.227	0.086231	29.99
590.0	846.8	-55.443	0.086231	29.99
590.0	846.85	-56.039	0.086231	29.99
590.0	846.9	-55.763	0.086231	29.99
590.0	846.95	-54.743	0.086231	29.99
590.0	847.0	-55.248	0.086231	29.99
590.0	847.05	-54.735	0.086231	29.99
590.0	847.1	-54.996	0.086231	29.99
590.0	847.15	-55.551	0.086231	29.99
590.0	847.2	-55.236	0.086231	29.99
590.0	847.25	-55.435	0.086231	29.99
590.0	847.3	-54.822	0.086231	29.99
590.0	847.35	-55.74	0.086231	29.99
590.0	847.4	-55.362	0.086231	29.99
590.0	847.45	-56.039	0.086231	29.99
590.0	847.5	-55.087	0.086231	29.99
590.0	847.55	-55.765	0.086231	29.99
590.0	847.6	-55.149	0.086231	29.99
590.0	847.65	-56.085	0.086231	29.99
590.0	847.7	-55.812	0.086231	29.99
590.0	847.75	-55.145	0.086231	29.99
590.0	847.8	-55.268	0.086231	29.99
590.0	847.85	-54.695	0.086231	29.99
590.0	847.9	-54.765	0.086231	29.99
590.0	847.95	-55.484	0.086231	29.99
590.0	848.0	-54.686	0.086231	29.99
590.0	848.05	-55.117	0.086231	29.99
590.0	848.1	-55.026	0.086231	29.99
590.0	848.15	-55.249	0.086231	29.99
590.0	848.2	-55.482	0.086231	29.99
590.0	848.25	-55.872	0.086231	29.99
590.0	848.3	-55.604	0.086231	29.99
590.0	848.35	-56.063	0.086231	29.99
590.0	848.4	-55.815	0.086231	29.99
590.0	848.45	-55.215	0.086231	29.99
590.0	848.5	-55.382	0.086231	29.99
590.0	848.55	-55.762	0.086231	29.99
590.0	848.6	-54.968	0.086231	29.99
590.0	848.65	-55.839	0.086231	29.99
590.0	848.7	-55.449	0.086231	29.99
590.0	848.75	-55.358	0.086231	29.99
590.0	848.8	-54.774	0.086231	29.99
590.0	848.85	-55.694	0.086231	29.99
590.0	848.9	-55.303	0.086231	29.99
590.0	848.95	-55.021	0.086231	29.99
590.0	849.0	-55.357	0.086231	29.99
590.0	849.05	-55.385	0.086231	29.99
590.0	849.1	-54.827	0.086231	29.99
590.0	849.15	-55.524	0.086231	29.99
590.0	849.2	-55.732	0.086231	29.99
590.0	849.25	-55.574	0.086231	29.99
590.0	849.3	-55.614	0.086231	29.99
590.0	849.35	-56.276	0.086231	29.99
590.0	849.4	-55.144	0.086231	29.99
590.0	849.45	-55.407	0.086231	29.99
590.0	849.5	-55.441	0.086231	29.99
590.0	849.55	-55.438	0.086231	29.99
590.0	849.6	-56.325	0.086231	29.99
590.0	849.65	-55.475	0.086231	29.99
590.0	849.7	-55.25	0.086231	29.99
590.0	849.75	-55.36	0.086231	29.99
590.0	849.8	-55.851	0.086231	29.99
590.0	849.85	-55.116	0.086231	29.99
590.0	849.9	-55.948	0.086231	29.99
590.0	849.95	-55.246	0.086231	29.99
590.0	850.0	-56.409	0.086231	29.99

600.0	800.0	-51.507	0.086231	29.99
600.0	800.05	-51.806	0.086231	29.99
600.0	800.1	-51.93	0.086231	29.99
600.0	800.15	-51.218	0.086231	29.99
600.0	800.2	-51.784	0.086231	29.99
600.0	800.25	-52.524	0.086231	29.99
600.0	800.3	-53.144	0.086231	29.99
600.0	800.35	-52.427	0.086231	29.99
600.0	800.4	-52.126	0.086231	29.99
600.0	800.45	-52.49	0.086231	29.99
600.0	800.5	-52.546	0.086231	29.99
600.0	800.55	-51.568	0.086231	29.99
600.0	800.6	-51.79	0.086231	29.99
600.0	800.65	-52.485	0.086231	29.99
600.0	800.7	-51.698	0.086231	29.99
600.0	800.75	-51.515	0.086231	29.99
600.0	800.8	-52.319	0.086231	29.99
600.0	800.85	-51.606	0.086231	29.99
600.0	800.9	-52.499	0.086231	29.99
600.0	800.95	-52.337	0.086231	29.99
600.0	801.0	-52.003	0.086231	29.99
600.0	801.05	-51.576	0.086231	29.99
600.0	801.1	-52.339	0.086231	29.99
600.0	801.15	-51.347	0.086231	29.99
600.0	801.2	-52.321	0.086231	29.99
600.0	801.25	-51.537	0.086231	29.99
600.0	801.3	-52.134	0.086231	29.99
600.0	801.35	-52.397	0.086231	29.99
600.0	801.4	-52.233	0.086231	29.99
600.0	801.45	-51.829	0.086231	29.99
600.0	801.5	-51.554	0.086231	29.99
600.0	801.55	-51.742	0.086231	29.99
600.0	801.6	-52.223	0.086231	29.99
600.0	801.65	-52.01	0.086231	29.99
600.0	801.7	-51.605	0.086231	29.99
600.0	801.75	-51.901	0.086231	29.99
600.0	801.8	-51.801	0.086231	29.99
600.0	801.85	-52.606	0.086231	29.99
600.0	801.9	-52.027	0.086231	29.99
600.0	801.95	-52.175	0.086231	29.99
600.0	802.0	-52.136	0.086231	29.99
600.0	802.05	-52.7	0.086231	29.99
600.0	802.1	-51.896	0.086231	29.99
600.0	802.15	-51.528	0.086231	29.99
600.0	802.2	-52.434	0.086231	29.99
600.0	802.25	-51.408	0.086231	29.99
600.0	802.3	-53.051	0.086231	29.99
600.0	802.35	-51.404	0.086231	29.99
600.0	802.4	-51.811	0.086231	29.99
600.0	802.45	-52.71	0.086231	29.99
600.0	802.5	-51.879	0.086231	29.99
600.0	802.55	-52.24	0.086231	29.99
600.0	802.6	-52.173	0.086231	29.99
600.0	802.65	-51.839	0.086231	29.99
600.0	802.7	-52.277	0.086231	29.99
600.0	802.75	-52.533	0.086231	29.99
600.0	802.8	-52.384	0.086231	29.99
600.0	802.85	-51.694	0.086231	29.99
600.0	802.9	-52.932	0.086231	29.99
600.0	802.95	-52.515	0.086231	29.99
600.0	803.0	-52.389	0.086231	29.99
600.0	803.05	-52.374	0.086231	29.99
600.0	803.1	-51.951	0.086231	29.99
600.0	803.15	-52.067	0.086231	29.99
600.0	803.2	-51.857	0.086231	29.99
600.0	803.25	-52.476	0.086231	29.99
600.0	803.3	-52.381	0.086231	29.99
600.0	803.35	-52.304	0.086231	29.99
600.0	803.4	-51.53	0.086231	29.99
600.0	803.45	-51.985	0.086231	29.99
600.0	803.5	-51.879	0.086231	29.99
600.0	803.55	-51.872	0.086231	29.99
600.0	803.6	-51.549	0.086231	29.99
600.0	803.65	-51.746	0.086231	29.99
600.0	803.7	-52.127	0.086231	29.99
600.0	803.75	-51.598	0.086231	29.99
600.0	803.8	-52.31	0.086231	29.99
600.0	803.85	-51.784	0.086231	29.99
600.0	803.9	-51.837	0.086231	29.99
600.0	803.95	-52.07	0.086231	29.99
600.0	804.0	-51.868	0.086231	29.99
600.0	804.05	-51.853	0.086231	29.99
600.0	804.1	-52.246	0.086231	29.99
600.0	804.15	-51.767	0.086231	29.99
600.0	804.2	-51.878	0.086231	29.99
600.0	804.25	-52.497	0.086231	29.99
600.0	804.3	-51.668	0.086231	29.99
600.0	804.35	-51.622	0.086231	29.99
600.0	804.4	-52.557	0.086231	29.99
600.0	804.45	-51.668	0.086231	29.99
600.0	804.5	-52.307	0.086231	29.99
600.0	804.55	-52.48	0.086231	29.99
600.0	804.6	-52.087	0.086231	29.99
600.0	804.65	-52.186	0.086231	29.99
600.0	804.7	-51.895	0.086231	29.99
600.0	804.75	-51.988	0.086231	29.99
600.0	804.8	-52.106	0.086231	29.99
600.0	804.85	-51.039	0.086231	29.99
600.0	804.9	-51.785	0.086231	29.99
600.0	804.95	-52.203	0.086231	29.99
600.0	805.0	-51.935	0.086231	29.99
600.0	805.05	-53.137	0.086231	29.99
600.0	805.1	-53.415	0.086231	29.99
600.0	805.15	-52.014	0.086231	29.99
600.0	805.2	-53.187	0.086231	29.99
600.0	805.25	-51.838	0.086231	29.99
600.0	805.3	-51.975	0.086231	29.99
600.0	805.35	-52.945	0.086231	29.99
600.0	805.4	-51.975	0.086231	29.99
600.0	805.45	-52.013	0.086231	29.99
600.0	805.5	-52.607	0.086231	29.99
600.0	805.55	-53.131	0.086231	29.99
600.0	805.6	-52.183	0.086231	29.99
600.0	805.65	-52.008	0.086231	29.99
600.0	805.7	-51.933	0.086231	29.99
600.0	805.75	-52.329	0.086231	29.99
600.0	805.8	-52.214	0.086231	29.99
600.0	805.85	-51.965	0.086231	29.99
600.0	805.9	-52.234	0.086231	29.99
600.0	805.95	-52.123	0.086231	29.99
600.0	806.0	-52.263	0.086231	29.99
600.0	806.05	-52.343	0.086231	29.99
600.0	806.1	-52.807	0.086231	29.99
600.0	806.15	-53.639	0.086231	29.99
600.0	806.2	-52.465	0.086231	29.99
600.0	806.25	-52.582	0.086231	29.99
600.0	806.3	-52.335	0.086231	29.99
600.0	806.35	-51.671	0.086231	29.99
600.0	806.4	-51.593	0.086231	29.99
600.0	806.45	-52.223	0.086231	29.99
600.0	806.5	-52.151	0.086231	29.99
600.0	806.55	-51.932	0.086231	29.99
600.0	806.6	-52.512	0.086231	29.99
600.0	806.65	-52.573	0.086231	29.99
600.0	806.7	-52.537	0.086231	29.99
600.0	806.75	-51.853	0.086231	29.99
600.0	806.8	-52.312	0.086231	29.99
600.0	806.85	-52.42	0.086231	29.99
